,RawContent,Sentiment
15,"['opinioncaribir', 'byvicro', 'rositaj2', 'lerberlisandro', 'unidadvictima', 'pdhalsn', 'enterado', 'petro', 'paaaazzzz', 'demasiado', 'ocupado', 'cambio', 'climatico']",0
16,"['cambio', 'climatico', 'fumigación', 'liquida', 'envenenar']",0
17,"['deusvul94229466', 'eliminar', 'derecho', 'humano', 'agua', 'x', 'supuesto', 'cambio', 'climatico', 'querer', 'guerra', 'rusia', 'fabricamos', 'arma', 'bomba', 'guerra', 'ecologico', 'atentado', 'ecologico', 'volar', 'nordstream2', 'parte', 'ar', 'usar', 'investigar', 'importar']",0
18,"['alfama66', 'marieisagar', 'sarcasticosno', 'culpa', 'kk', 'cambio', 'climatico']",0
19,"['coolkamio', 'clonazepamer', 'elojoquetodolv', 'wtf', 'si', 'mexico', 'pleno', 'febrero', 'hacia', 'calor', 'cambio', 'climatico', 'cabron', 'si', 'sabia', 'pedante']",0
20,"['patomdgdr', 'sero', 'cambio', 'climatico', '🙄', 'culpable']",0
21,"['alertanews24', 'intendente', 'decia', 'q', 'plan', 'hidrico', 'mejor', 'respuesta', 'cambio', 'climatico', 'seguir', 'mismo', 'desagüe', 'hacer', '70', 'año', 'pese', 'crecimiento', 'exponencial', 'ciudad', 'bien', 'decir', 'milei', 'discurso', 'funcionario', 'millonario', 'ciudadano', 'pobre', 'miseria']",0
22,"['cambio', 'climatico', 'enfermedad', 'afectar', 'planeta', 'necesitar', 'tomar', 'medida', 'urgente', 'combatir', 'él', 'demasiado', 'tarde']",0
23,"['paragonperez', 'cambio', 'climatico', 'heteropatriarcado']",0
24,"['literalmente', 'aquamanandthelostkingdom', 'decir', 'q', 'culpa', 'cambioclimatico', 'culpa', 'cientifico', 'loco', 'q', 'amar', 'humanidad', 'necesitar', 'sentir', 'él', 'aprobado', 'tal', 'vez', 'entidad', 'anormal', 'q', 'dar', 'funding', 'govkristinoem', 'doingthedevilswork']",0
25,"['oir', 'tronar', 'madrid', 'deberio', 'ser', 'suficiente', 'saber', 'cambio', 'climatico', 'realidad', 'terrible']",0
26,"['enmet3', 'tal', 'estupidez', 'climatico', 'creei', '15º', 'calor', 'gilipollez', 'difundido', 'farsant', 'climatico', 'causar', 'problema', 'mental', 'zona', 'galicia', 'septiembre', 'llovido', 'mas', 'caer', 'año', 'cambio', 'climatico']",0
27,"['cooperativo', 'ahora', 'ir', 'abrir', 'mesa', 'trabajar', 'mesa', 'tecnico', 'mesa', 'ayuda', 'social', 'punto', 'cambio', 'climatico', 'mesa', 'evaluacion', 'osea']",0
28,"['cherrybombbom', 'xochitlgalvez', 'claudiashein', 'naturaleza', 'dar', 'salamanco', 'otorgar', 'xochilt', 'super', 'capaz', 'siempre', 'dar', 'resultado', 'trabajo', 'negocio', 'momia', 'sobrar', 'titulo', 'patito', 'autoadjudicar', 'ecocidio', 'trar', 'maya', 'decir', 'cientifico', 'creer', 'cambio', 'climatico', 'ahhh', 'caer']",0
29,"['partido', 'representar', 'decadencia', 'sociedad', 'migración', 'país', 'gobernado', 'dictadura', 'comunista', 'cambio', 'climatico']",0
30,"['criaturín', 'jpjc11', 'eldebatecom', 'cambio', 'climatico', 'monsergo', 'hacer', 'millonario']",0
31,"['continuo', 'matanza', 'animal', 'destruccion', 'agricultura', 'mundo', 'globalismo', 'satanico', 'vez', 'dolor', 'ir', 'terminar', 'creacion', 'dio', 'nadie', 'meter', 'escrito']",0
32,"['tatclouthier', 'ps', 'si', 'hablar', 'cambio', 'climatico', 'contaminacion', 'numero', 'rojo', 'pemex', '😒']",0
33,"['tatclouthier', 'necesario', 'cerrar', 'refineria', 'problema', 'cambio', 'climatico', 'vender', 'extranjero', 'malvers', 'informacion']",0
34,"['larazón', 'josantoniover20', 'venir', 'ahora', 'seguir', 'pedir', 'mascarilla', 'llegar', 'navidadesjajajjajaaj', 'anormal', 'jajajajajar', 'metido', 'doblado', 'seguir', 'meter', 'rollo', 'cambio', 'climatico']",0
35,"['incendiar', 'fulano', 'cambio', 'climatico', 'tal', 'cambio', 'climatico', 'existir']",0
36,"['cambio', 'climatico', 'obligar', 'construir', 'bordo', 'almacenar', 'agua', 'cambiar', 'cultivo', 'proyecto', 'beneficiarar', 'agricultor', 'ganadero', 'declarar', 'chuy', 'lopez', 'sagdr']",0
37,"['leer', 'silencioso', 'amenazar', 'economico', 'cambioclimatico']",0
38,"['rijhard10', 'elhigadodmaritar', 'tambien', 'crees', 'cambio', 'climatico', 'pensai', 'vei', 'estar', 'tirar', 'presa', 'boe', 'ojo', 'boe', 'teneis', 'publicado', 'chemtrail', '90', 'vei', 'video', 'testimonio', 'incendio', 'provocado', 'andar', 'seguir', 'esperar', 'subir', 'mar']",0
39,"['vergelán', 'sergituiter', 'simplemente', 'alergiar', 'retrasado', 'mental', 'tanto', 'retrasado', 'profundo', 'seguir', 'negar', 'cambio', 'climatico', 'pesar', 'todo', 'evidencia', 'actualmente']",0
40,"['danielbricir', 'estregia', 'comunicación', 'bastar', 'red', 'social', 'bodega', 'canal', 'oficial', 'tv', 'publicar', 'sino', 'tambien', 'deber', 'imprimir', 'papal', 'epocar', 'digital', 'cada', 'hoja', 'papel', 'arbol', 'morir', 'presidente', 'propuesta', '“', 'cambio', 'climatico', '”']",0
41,"['infowarchile', 'solo', 'combatir', 'incendio', 'evitar', 'fuego', 'incendio', 'ver', 'fondo', 'amenazar', 'llegar', 'camino', 'cruce', 'avance', 'zona', 'ser', 'idiota', 'creer', 'teoria', 'conspiracion', 'tanto', 'absurda', 'cambio', 'climatico', 'inventado']",0
42,"['sequia', 'cambio', 'climatico', 'cosechar', 'q', 'tanto', 'record', 'importante', 'tn', 'ahora', 'cereal', 'oleginosa', 'aparecer', 'presion', 'sector', 'aunque', 'precio', 'mejor', '🇧', 'sumar', 'variable', '9', 'dex', 'q', 'restar', 'rentabilidad', '🐮', 'ajeno']",0
43,"['germito40', 'reypablo91', 'jmilei', 'agarra', 'libro', 'burro', 'idea', 'q', 'comunismo', 'malo', 'ser', 'él', 'malo', 'ser', 'capitalista', 'planeta', 'borde', 'd', '3ra', 'extincion', 'masivo', 'causa', 'capitalismo', 'si', 'tierra', 'plano', 'cambio', 'climatico', 'existir', 'arreglate', 'cucurucho']",0
44,"['🟢', 'chile', 'minerio', 'enfrentar', 'cambio', 'climatico', 'nuevo', '87', 'proyecto', 'sostenible', '🟢', 'plataforma', 'social', 'consejo', 'minero', 'sumar', '103', 'nuevo', 'proyecto', '34', 'enfocado', 'proteccion', 'medioambiente']",0
45,"['ahora', 'salir', 'intendente', 'suplente', 'faraonar', 'culpar', 'cambio', 'climatico']",0
46,"['minculturape', 'mientras', 'piura', 'talado', 'mas', '20', 'arbol', 'algarrobo', 'neem', 'asi', 'muerte', 'mucho', 'ardil', 'él', 'proyecto', 'marcha', 'agudizar', 'efecto', 'cambio', 'climatico', 'valor', 'cultural', 'deber', 'valer', 'valor', 'forestal', 'ambos', 'patrimonio', 'minamperu']",0
47,"['🚨', 'morir', 'masa', '‼️', 'mas', '1100', 'atleta', 'registrado', 'muerto', 'paro', 'cardiaco', 'mas', '1600', 'padecer', 'luego', 'inyectado', 'dato', 'solo', 'pertenecer', 'pequeño', 'cantidad', 'reconocido', 'cifra', 'muerte', 'aun', 'mayor', 'caso', 'pasar', 'totalmente', 'desapercibido', 'grande', 'medio', 'manipulacion', 'masivo', 'mundo', 'despiertauruguay']",0
48,"['elmariguano', 'mas', 'casua', 'gracia', 'cambio', 'climatico', 'jajaja', 'jajajajar', 'pensar', 'él', 'pai']",0
49,"['dirio', 'oy', 'pueblo', 'aclamandote', 'querer', 'saludalo', 'dos', 'mano', '🤣', 'elpeorpresidentedelahistorio', 'sancheztraidor', 'sanchezdimision']",0
50,"['blizzard', '78', 'claro', 'si', 'si', 'seguir', 'ignorar', 'cambio', 'climatico', 'tratar', 'planeta', 'si', 'casa', '🌍', 'reflexioninvernal', 'nomasblizzards', 'ask', 'dave', 'epstein', 'will', 'therir', 'ever', 'be', 'another', 'blizzard', 'of', '78', 'gbh', 'news']",0
51,"['llam', 'cambio', 'climatico', 'tampoco', 'llam', 'calentamiento', 'global', 'llamalo', 'manipulacion', 'climatico']",0
52,"['luisher27313149', 'diegors', 'riverafruto', 'rodolfolemos112', 'zamosc2022', 'sergiouy125', 'gpiquerez', 'gusbunker1', 'malucosoy', 'chinofau', 'edevercelli', 'guillet6', 'dmoreirauy', 'imm', 'deberio', 'hacer', 'él', 'cargo', 'daño', 'agua', 'provocar', 'vehicu', 'él', 'responsabilidadigual', 'extrañario', 'propietario', 'votar', 'fapitcnt', 'conformar', 'culpar', 'cambio', 'climatico']",0
53,"['definitivamente', 'cambio', 'climatico', 'llegar', 'ser', 'humano', 'fin', 'poder', 'extinguirno']",0
54,"['mientras', 'cosse', 'seguir', 'hacer', 'festival', 'ciclovia', 'lamentable']",0
55,"['cambio', 'climatico', 'amazonia', 'peligro', 'mortal', 'podrio', 'desaparecer', '2050', 'via', 'gestionpe']",0
56,"['quema', 'combustible', 'fosil', 'causa', 'principal', 'cambio', 'climatico', 'generar', 'gas', 'efecto', 'invernadero', 'provocar', 'calentamiento', 'global', 'votoxelclima', 'energiaslimpia', 'transicionenergeticajusta', 'mexico']",0
57,"['suceder', 'aumento', 'temperatura', 'resultado', 'cambio', 'climatico', 'provocado', 'aun', 'poder', 'hacer', 'algo', '📖', 'climatico', 'andreu', 'escrivà', 'pronto', 'librerio', 'favorita', 'sitio', 'web', 'malpasoycia', 'lince']",0
58,"['rtvenoticia', '24h', 'hoy', 'buc', 'él', 'primario', 'psoe', 'extremadurar', 'hagiografia', 'terrorista', 'salvador', 'puig', 'antich', 'acto', 'sanchez', 'feijoo', 'declaración', 'errejon', 'alertar', 'cambio', 'climatico', 'pq', 'nieir', 'invierno', 'corrupcion', 'psoe', 'tv']",0
59,"['🇪', 'europa', 'continente', 'mas', 'rapido', 'calienta', 'cambioclimatico', 'agencia', 'europeo', 'medio', 'ambiente', 'euenvironment', 'publicar', 'primero', 'evaluacion', 'europeo', 'riesgo', 'climatico', 'eucra', 'agotar', 'tiempo', 'resumen', 'español', '👇']",0
60,"['cambio', 'climatico', 'cosse', 'sabio', 'inundacion', 'agarrar', 'sorpresacomo', 'año']",0
61,"['agentesmith', 'jose48301894', 'elpai', 'cuba', 'cambio', 'climatico', 'hacer', 'estrago']",0
62,"['entender', 'pasar', 'rosario', 'odar', 'metar', 'cambio', 'climatico', 'lcdsm']",0
63,"['albertocaliu', 'cambio', 'climatico', 'solo', 'existir', 'empobrecer', 'poblacion', 'progreso', 'rico', 'mas', 'rico', 'pobre', 'mas', 'pobre']",0
64,"['luisefalo', 'informacosmos', 'importir', 'especie', 'extingar', 'cambio', 'climatico', 'causado', 'ser', 'humano', 'implicar', 'bien', 'concuerdo', 'prioridad', 'especiar', 'borde', 'extincion', 'justifique', 'impacto', 'medioambiental']",0
65,"['micheleconunal', 'odar', 'ser', 'aguafiesta', 'polo', 'invertir', 'manera', 'ciclico', 'razon', 'cambio', 'climatico', 'aurora', 'boreal', 'anoma', 'él', 'deber', 'maximo', 'solar', 'huele', 'mas', 'nuevo', 'campaña', 'miedo', 'someter', 'gente']",0
66,"['rodritrinidad', 'pladamartin', 'danimoraguesuy', 'demostrar', 'inundación', 'cambio', 'climatico', 'inutil', 'intendencio', 'limpiar', 'red', 'sanitario', 'despues', 'mentir', 'cara']",0
67,"['gsrcaballerir', 'dalir', 'sigar', 'bancar', 'secretario', 'cambio', 'climatico', 'intendencio', 'conchaber', 'tero']",0
68,"['gente', 'creer', 'idiota', 'palpitar', 'agenda', '2030', 'cambio', 'climatico', 'flor', 'piel', 'estar', 'pedo', 'gurís', 'mentar', 'mas']",0
69,"['clima', 'ir', 'burlar', 'él', 'caminata', 'cambio', 'climatico', '😂', 'querer', 'poner', 'él', 'serio', 'gente', 'ayuda', '😂']",0
70,"['telefenoticia', 'mientenno', 'existir', 'cambio', 'climaticousted', 'saber', 'elite', 'manipula', 'clima', 'crear', 'desastresclimaticosusted', 'compliz']",0
71,"['locura', 'gente', 'creer', 'cambio', 'climatico', 'cada', 'diar', 'malo', 'acto', 'afectar', 'mas', 'medio', 'ambiente', 'mas', 'contento', 'panoramar', 'afinia', '🥵']",0
72,"['medir', 'poblacion', 'envejecer', 'clima', 'volver', 'mas', 'turbulento', 'ver', 'cambio', 'climatico', 'desarrollar', 'tragedia', 'humano']",0
73,"['motard8559', 'manda', 'foto', 'paisaje', 'nevado', 'apuntar', 'entrar', 'primaverar', 'mientras', 'niega', 'cambio', 'climatico', 'o', 'él']",0
74,"['sofiagonzalez', 'guatealejandro', 'gracioso', 'cambio', 'climatico', 'si', 'decreto', '“', 'cambio', 'climatico', 'ir', 'ir', 'ser', 'cambier', 'malo', 'habito', 'solo', 'guatemala', 'mundo']",0
75,"['cambio', 'climatico', 'lesion', 'cronico', 'empeora', 'si', 'tratar', 'tiempo', 'cuidemosnuestroplaneto', '🌍']",0
76,"['pacog2023', 'gemsrv71', 'derfekkir', 'evelynaguado1', 'edomred', 'cambio', 'climatico', 'jajaja', 'proliferado', 'mosquito', 'dengue', 'mosquito', 'mutado', 'bill', 'puerta', 'verdad', '22', 'farmaceutica', 'vacuna', 'jajaja', 'verdad', 'bobo', 'patada']",0
77,"['investigacion', 'cientifico', 'constatar', 'parque', 'eolico', 'serra', 'do', 'xistral', 'lugo', 'suponer', 'serio', 'amenazar', 'turbera', 'cobertor', 'habitat', 'clave', 'luchar', 'cambio', 'climatico', 'via', 'rebeldesenlineo']",0
78,"['si', 'mismo', 'augurar', 'crisis', 'tarde', 'temprano', 'ir', 'llegar', 'ver', 'principal', 'explosión', 'cambio', 'climatico', 'debilitamiento', 'democracia', 'pauperizacion', 'individuo', 'expropiacion', 'descarnado', 'tierra', 'bien']",0
79,"['cambio', 'climatico', 'doctrina', 'compatible', 'calentamiento', 'enfriamiento', 'huracán', 'calma', 'chicha', 'cualquiera', 'hecho', 'confirmar', 'tal', 'catastrofe', 'cambio', 'climatico', 'ciencia', 'profecia']",0
80,"['govalladolid', 'culturavll', 'sala', 'cossio', 'casa', 'revilla', 'acoger', 'conferencia', 'final', 'contar', 'atra', 'respuesta', 'criosfera', 'cambio', 'climatico', 'organizado', 'ateneovall', '🗓', 'mar', '12', '🕛', '1930', 'h', '🆓', 'entrada', 'libre', 'completar', 'aforo']",0
81,"['elbid', 'bidinvest', 'cambio', 'climatico', 'inclusion', 'genero', 'blar', 'blar', 'blar', 'blar', 'millón', 'documento', 'blar', 'blar', 'blar', 'q', 'aterrizar', 'sino', 'mas', 'consultoria', 'blar', 'blar', 'blar', 'fabricar', 'humo']",0
82,"['rocioguti2569', 'ir', 'morir', 'engañado', 'monton', 'absurdo', 'cosmetico', 'aquel', 'creer', 'ciegamente', 'azucar', 'psicotropico', 'poder', 'construir', 'falla', 'geologica', 'existir', 'tribus', 'cosmica', 'covid', 'surgio', 'cambio', 'climatico', '🤹']",0
83,"['cgdiaz02', 'blandonjo', 'él', 'ahora', 'cambio', 'climatico', 'agarra', 'fosforo', 'combustible', 'prender', 'fuego', '🤣', 'cuentese', 'chistir', 'bueno']",0
84,"['tayloneal', 'hahaha', 'ir', 'denunciar', 'lam', 'cambio', 'climatico', 'borra']",0
85,"['susanamuhamad', 'gobernorte', 'corponor', 'minsaludcol', 'cancilleriacol', 'infopresidencia', 'petrogustavir', 'minambienteco', 'terrible', 'fin', 'tiempo', 'cambio', 'climatico', 'comenzo', 'cucuto']",0
86,"['thorluisxvii', 'cambio', 'climatico', 'progre', 'cohón']",0
87,"['javea', 'marino', 'alto', 'cambio', 'climatico', 'mas', 'evidente', 'ultimo', 'año', 'asustar', 'él', '😰']",0
88,"['johnkerry', 'anunciar', 'necesidad', 'esfuerzo', 'belico', 'colapsar', 'industria', 'agricolar', 'global', 'bajo', 'pretexto', 'abordar', 'engaño', 'cambio', 'climatico', 'inducido', 'hombre', 'funciono', 'entonces', 'quemar', 'campo', 'dew', 'inundar', 'haarp']",0
89,"['ser', 'puto', 'cambio', 'climatico', 'cojón', 'movido', 'reciclaje']",0
90,"['especie', 'migratoria', 'mundo', 'estar', 'declivir', 'onu', 'segun', 'especie', 'migratoria', 'mundo', 'especie', 'ver', 'amenazado', 'causa', 'sobrexplotacion', 'perdido', 'habitat', 'contaminacion', 'cambio', 'climatico', 'tratar', 'pajaro', 'cantor', 'tortuga', 'marina', 'pez', 'ballena', 'tiburón', 'animal', 'migratorio', 'cual', 'trasladar', 'diferente', 'entorno', 'cambio', 'estación']",0
91,"['nivel', 'perversidad', 'elitedepredadora', 'resistar', 'ley', 'salud', 'venderno', 'producir', 'costa', 'explotacion', 'querer', 'enfermo', 'poder', 'asi', 'lucrar', 'doblemente', 'vendiendono', 'luego', 'medicamento', 'sobrevalorado', 'yabasta', 'engaño']",0
92,"['sector', 'responsable', 'deforestacion', 'contaminacion', 'desvio', 'rio', 'sero', 'afectado', 'cambio', 'climatico']",0
93,"['mismo', 'cambio', 'climatico', 'tampoco', 'estar', 'gestionar', 'estar', 'aprovechar', 'mismo', 'asi', 'poder', 'seguir', 'infinito', 'visto', 'hacer', 'bien']",0
94,"['juancanavarrir', 'joseraulmulino', 'canaldepanama', 'conocer', 'areo', 'caudal', 'rio', 'bien', 'claro', 'aporte', 'tanto', 'importante', 'mas', 'si', 'continuan', 'afectación', 'cambio', 'climatico', 'disminuido', 'casi', '50', 'precipitación', 'sector', 'aspecto', 'evaluar', 'canalizar', 'agua']",0
95,"['si', 'alguno', 'carta', 'amor', 'resulto', 'ser', 'sapo', 'aqui', 'poder', 'transformar', 'él', 'sombrero', 'casco', 'asi', 'surrealisto', 'asi', 'bloqueo', 'cambio', 'climatico', 'asi', 'alquimistar', 'asi', 'bello', 'ritmo', 'artista', 'maslesroy', 'profe', '🌿', 'espacio', 'magnifico', '🌳']",0
96,"['abrazarbolesz', 'ir', 'justificar', 'innovacion', 'super', 'necesario', 'quemar', 'arbol', 'producir', 'ceniza', 'contribuir', 'cambio', 'climatico']",0
97,"['politico', 'discutir', 'cambio', 'climatico']",0
98,"['ivandkp', 'cambio', 'climatico', 'afectar', 'cosecha', 'guatemala', 'pai', 'agricolar', 'entonces', 'mirar', 'basico', 'explicar', 'preprimario', 'cosechar', 'ingreso', 'familia', 'ejem', 'mas', 'atencion', 'clase', 'porfa']",0
99,"['canarias7', 'claro', 'advertir', 'él', 'tambien', '90', 'ciento', '💯', 'provocado', 'asi', 'queeeeee', 'creer', 'meter', 'cambio', 'climatico', 'acojonar', 'ignorante', 'leer', 'libro', 'informar', 'fuente', 'fiabl']",0
100,"['entender', 'cossecarolín', 'cambio', 'climatico', 'pelotudo', 'comprar', 'auto', 'er']",0
101,"['gloriarojas100', 'felixmtz9830', 'everastegui', 'creer', 'cambio', 'climatico', 'mentira', 'mas', 'borrego', 'cuestionar', 'creer', 'falacia', 'teoria', 'conspirativa']",0
102,"['desib73', 'justifico', 'nadie', 'cambio', 'climatico', 'afectar', 'todo', 'masa', 'agua', 'nacional']",0
103,"['mas', '15', 'mil', 'millón', 'año', 'recibir', 'indh', 'mas', 'mil', 'millón', 'mensual', 'defender', 'delincuente', 'estar', 'hacer', 'vida', 'cuadrito', 'chileno', 'poder', 'seguir', 'financiar', 'organizacion', 'ir', 'ciudadano', 'trabajar', 'fuente', 'fnm']",0
104,"['inutil', 'larretista', 'pullaro', 'endeudo', 'francia', 'financiar', 'curro', 'cambio', 'climatico', 'vez', 'buscar', 'fondo', 'mejorar', 'fuerza', 'seguridad', 'tipo', 'vivir', 'cumpleaños', 'provincia', 'baño', 'sangre']",0
105,"['antonioattolini', 'conaguamx', 'neta', 'imbesil', 'amloelnarco', 'invirto', 'presupuesto', 'trar', 'refinerio', 'lugar', 'planta', 'tratamiento', 'recargar', 'manto', 'acuifero', 'ignoro', 'deliveradamente', 'cambio', 'climatico', 'ver', 'video', 'hacer', 'campeche', 'quintanaroo', 'ecosida']",0
106,"['autoridad', 'dejar', 'indefensar', 'poblacion', 'desastre', 'trav', 'diario', 'bolivia', 'lamentar', 'nuevamente', 'poblacion', 'debo', 'sufrir', 'efecto', 'cambio', 'climatico', 'situacion', 'repetir', 'cada', 'año', 'diputada', 'comunidad', 'ciudadano']",0
107,"['von', 'der', 'leer', 'logrado', 'gesta', 'historico', 'hacer', 'volver', 'gobernar', 'comunista', 'polonia', 'si', 'alianza', 'socio', 'partido', 'von', 'leer', 'pp', 'socialista', 'von', 'der', 'leer', 'notre', 'amour', 'hermann', 'tertsch', 'debate']",0
108,"['alcalde', 'gobernador', 'apicir', 'comun', 'estar', 'destruir', 'ambiente', 'vivir', 'vivir', 'cambio', 'climatico', 'afectar', 'supuesto', 'tarea']",0
109,"['brendamonzongt', 'tambien', 'mexico', 'pasar', 'mismo', 'mucho', 'palma', 'estar', 'secar', 'pense', 'problema', 'mantenimiento', 'poco', 'vivo', 'cambio', 'climatico', 'alguno', 'pandemiar', 'palma']",0
110,"['ir', 'confiscar', 'cubito', 'frigo', 'causa', 'agua', 'bien', 'finito', '🤣', 'ah', 'querer', 'llevar', 'ingrediente', 'secreto', 'ir', 'echar', 'turbocancer', 'polar', 'ver', 'dar', 'ser', 'cambio', 'climatico', 'suuuubliiiimir']",0
111,"['davidsantosvlog', 'dejar', 'manipular', 'gente', 'cambio', 'climatico', 'invencion', 'algun', 'listillo', 'hacer', 'agosto', 'mismo', 'agenda', '2030', 'arruinar', 'agricultor', 'ganadero', 'querer', 'comer', 'gusano', 'saltamont', 'leche', 'cucaracha', 'poder', 'ser', 'mas', 'invecil']",0
112,"['boca', 'tormenta', 'vecindario', 'luego', 'municipio', 'culpa', 'cambio', 'climatico', 'llover', 'inundo', '🙄']",0
113,"['belenusloftur', 'ikkinoro', 'tú', 'ignorante', 'pensar', 'entender', 'existir', 'politico', 'significar', 'inyecto', 'si', 'alguien', 'decir', 'calor', 'decir', 'same', 'lpm', 'querer', 'invierno', 'tambien', 'ignorante', 'calor', 'cada', 'ver', 'peor', 'cambio', 'climatico']",0
114,"['cuestor23', '240', 'año', 'cumplido', 'ultimos', 'evento', 'cambio', 'climatico', 'poner', 'viejo', '😜']",0
115,"['davidsantosvlog', 'seguir', 'rezar', 'rosario', 'dejar', 'cambio', 'climatico', 'cientifico']",0
116,"['emilyanosapatar', 'pinche', 'cambio', 'climatico', 'derretir', 'nariz', 'coque', 'muñiz']",0
117,"['🔥', 'cara', 'estafa', 'socio', 'grabois', 'tenia', 'registrado', 'domicilio', 'dos', 'cooperativo', 'asociacion', 'civil', 'cambio', 'climatico', 'tipo', 'negocio', 'famoso', 'querido', 'asociación', 'civil', 'gobierno', 'financiar']",0
118,"['rabelam', 'todo', 'razon', 'empezar', 'poner', 'idea', 'populista', 'lavar', 'él', 'cabeza', 'gente', 'pedo', 'vaya', 'militer', 'pedo', 'jajaja', 'plan', 'social', 'malvado', 'capitalismo', 'cambio', 'climatico', 'tiro', 'idea', 'zurda', 'progretudo', 'tipo', 'argenzuelar', 'politico', '🥱']",0
119,"['cambioclimatico', 'recibir', 'aire', 'caliente', 'africo', 'infierno', 'tierra']",0
120,"['traductorteamar', 'carajo', 'hacer', 'secretario', 'cambio', 'climatico', 'si', 'robar']",0
121,"['creciente', 'poder', 'empresarial', 'desigualdad', 'aumento', 'cambio', 'climatico', 'problematica', 'bastante', 'conectado', 'caracteristica', 'sistema', 'economico', 'global', 'solo', 'funcionar', 'bien', 'poco', 'costa', 'sufrimiento', 'opinion']",0
122,"['carolín', 'cosse', 'gobernar', 'maldonado', 'italia', 'españa', 'eeuu', 'chino', 'salgar', 'tupperar', 'pasar', 'mundo', 'sero', 'cada', 'vez', 'peor', 'nadie', 'hacer', 'cambio', 'climatico', 'ahora', 'tarde']",0
123,"['soro', 'petro', 'hueva', 'hablar', 'falso', 'cambio', 'climatico', 'impulsar', 'nefasto', 'agenda', '2030', 'empobrecedoro']",0
124,"['🟥atencion', 'calentologo', 'alarmista', 'climatico', 'cortar', 'carreterar', 'humild', 'trabajadort', 'poder', 'movilizar', 'él', 'mientras', 'lider', 'barro', 'seguir', 'contaminar', 'avión', 'privado', 'apoya', 'actuar', 'valiente', 'sacar', 'parasito', '🔄']",0
125,"['engañir', 'sequia', 'cambio', 'climatico']",0
126,"['preocupado', 'cambio', 'climatico', '😂', 'menudo', 'idiota']",0
127,"['polemico', 'escocia', 'tras', 'revelar', 'él', 'monstruo', 'eolico', 'destrozar', 'paisaje', 'perturr', 'fauna', 'enorme', 'coste', 'plantacion', 'retirada', 'funcionar', 'enorme', 'generador', 'diesel', 'estafa', 'continuo', 'pie']",0
